"id","departamento","grupo","descricao","precounitario","code"
1448,"bebidas","sucos e refrescos","néctar cbs uva 200ml","2.80","bsr003"
1449,"bebidas","sucos e refrescos","néctar del valle fresh laranja 1,5 litro","5.20","bsr002"
1450,"bebidas","sucos e refrescos","néctar del valle fresh limão 1,5 litro","5.20","bsr028"
1451,"bebidas","sucos e refrescos","néctar suvalan abacaxi 200 ml","2.29","bsr014"
1452,"bebidas","sucos e refrescos","néctar suvalan laranja 200ml","2.29","bsr017"
1453,"bebidas","sucos e refrescos","néctar suvalan manga 1 litro","8.90","bsr013"
1454,"bebidas","sucos e refrescos","néctar suvalan manga 200ml","2.29","bsr030"
1455,"bebidas","sucos e refrescos","néctar suvalan maracujá 200ml","2.29","bsr036"
1456,"bebidas","sucos e refrescos","néctar suvalan tangerina 200ml","2.29","bsr037"
1457,"frios e laticínios","massas frescas","nhoque congelado di paolo 440g","19.90","flmf009"
1458,"frios e laticínios","massas frescas","nhoque de batata della nonna 400g","9.90","flmf010"
1459,"frios e laticínios","massas frescas","nhoque de batata famigliare 500g","9.50","flmf011"
1460,"mercearia","grãos e farináceos","noz moscada bola monopol 20g","5.50","mgf015"
1461,"mercearia","temperos e condimentos","noz moscada moída direma 25g","5.49","mtc003"
1462,"limpeza","casa","nugget líquido preto desconto 33% 60ml","20.95","lc036"
1463,"congelados","petiscos e empanados","nuggets chickencroc crocante lebon 300g","6.99","cpe023"
1464,"congelados","petiscos e empanados","nuggets sadia frango crocante 300g","14.49","cpe003"
1465,"congelados","petiscos e empanados","nuggets sadia frango e queijo 300g","14.49","cpe037"
1466,"congelados","petiscos e empanados","nuggets sadia frango tradicional 300g","14.49","cpe005"
1467,"congelados","petiscos e empanados","nuggets scooby doo frango à dorê 300g","10.20","cpe031"
1468,"higiene e beleza","bebê e infantil","nutren kids chocolate suplemento alimentar lata 350g","36.90","hbbi017"
1469,"mercearia","matinais","nutren kids chocolate suplemento alimentar lata 350g","36.90","mm033"
1470,"limpeza","casa","odorizador bom ar freshmatic ap+refil lavanda 250ml","69.95","lc023"
1471,"limpeza","banheiro","odorizador glade lavanda 20% desconto 360ml","28.90","lb015"
1472,"limpeza","casa","odorizador glade lavanda 20% desconto 360ml","28.90","lc035"
1473,"limpeza","banheiro","odorizador glade lavanda refil 12ml","21.90","lb002"
1474,"limpeza","casa","odorizador glade lavanda refil 12ml","21.90","lc003"
1475,"limpeza","banheiro","odorizador glade lavanda refil leve 3 pague 2 12ml","43.79","lb003"
1476,"limpeza","casa","odorizador glade lavanda refil leve 3 pague 2 12ml","43.79","lc005"
1477,"limpeza","banheiro","odorizador glade lembranças da infância 20% desconto 360ml","28.90","lb023"
1478,"limpeza","banheiro","odorizador glade refil lavanda 12ml 50% desconto","34.90","lb008"
1479,"limpeza","banheiro","odorizante bom ar lavanda refil leve 3 pague 2","26.90","lb037"
1480,"limpeza","casa","odorizante em gel glade ambiente citrus 70g","14.95","lc004"
1481,"limpeza","casa","odorizante em gel glade ambiente citrus 70g","14.95","lc074"
1482,"limpeza","banheiro","odorizante em gel glade carro citrus 70g","15.29","lb007"
1483,"limpeza","cozinha","odorizante jimo essence para máquina de lavar louças 6ml","30.90","lcz008"
1484,"pets","cães","osso natural 3/4 pet fine com 2 unidades 50g","14.90","pc028"
1485,"pets","cães","osso natural 5/6 pet fine 50g","11.95","pc021"
1486,"pets","cães","osso natural pet fine 40g","10.50","pc037"
1487,"hortifruti","ovos","ovos brancos grandes nicolini 6 unidades","4.70","ho004"
1488,"hortifruti","ovos","ovos caipira vermelhos naturovos bandeja com 20 unidades","18.95","ho008"
1489,"hortifruti","ovos","ovos caipiras vermelho grande 6 unidades","8.70","ho001"
1490,"hortifruti","ovos","ovos caipiras vermelho grande granja lothario 12 unidades","11.99","ho002"
1491,"mercearia","conservas e enlatados","ovos de codorna defumado rio cerro 295g","22.90","mce008"
1492,"mercearia","conservas e enlatados","ovos de codorna hemmer 300g","29.95","mce009"
1493,"mercearia","conservas e enlatados","ovos de codorna rio cerro 175g","15.95","mce026"
1494,"mercearia","conservas e enlatados","ovos de codorna rio cerro 295g","23.90","mce020"
1495,"hortifruti","ovos","ovos nicolini branco extra bandeja 20 unidades","11.99","ho003"
1496,"limpeza","cozinha","pá de lixo bettanin","14.95","lcz005"
1497,"limpeza","casa","pá de lixo com cabo condor","36.90","lc001"
1498,"carnes","peixes e crustáceos","paellero marinera 12g carmencita","26.95","cpc004"
1499,"mercearia","temperos e condimentos","paellero marinera 12g carmencita","26.95","mtc039"
1500,"pets","aves","painco amigo pet 500g","8.99","pa002"
1501,"carnes","churrasco","paleta celebra cordeiro 1,450g","119.89","cc002"
1502,"carnes","ovina","paleta celebra cordeiro 1,450g","119.89","co001"
1503,"carnes","bovina","paleta sem osso bovina 500g","29.39","cb007"
1504,"carnes","churrasco","palito de dente natural bambu 100 unidades","1.30","cc007"
1505,"pets","cães","palito pet fine 10 unidades 55g","5.50","pc036"
1506,"pets","cães","palito pet fine colorido 5x10 70g","5.50","pc030"
1507,"pets","cães","palito pet fine natural 5x10 com 10 unidades 70g","5.65","pc010"
1508,"mercearia","conservas e enlatados","palmito em rodelas paseo 300g","27.90","mce023"
1509,"mercearia","conservas e enlatados","palmito inteiro paseo 300g","39.90","mce016"
1510,"mercearia","conservas e enlatados","palmito picado paseo 300g","19.90","mce018"
1511,"carnes","suinas","panceta suina ao toque de limão congelada na brasa perdigão 700g","25.59","cs001"
1512,"congelados","carnes aves e peixes","panceta suína ao toque de limão congelada na brasa perdigão 700g","25.59","ccap001"
1513,"padaria","pães","pão australiano 90g","2.53","pp031"
1514,"mercearia","ingredientes","pão certo fleischmann 10g","2.99","mi007"
1515,"padaria","pães","pão com fibras 70g","1.00","pp020"
1516,"carnes","churrasco","pão com linguiça recheado com queijo gorgonzola toque natural 350g","29.98","cc046"
1517,"carnes","linguiças e salsichas","pão com linguiça recheado com queijo gorgonzola toque natural 350g","29.98","cls024"
1518,"carnes","churrasco","pão com linguiça recheado com queijo mussarela toque natural 350g","29.98","cc003"
1519,"carnes","linguiças e salsichas","pão com linguiça recheado com queijo mussarela toque natural 350g","29.98","cls002"
1520,"carnes","churrasco","pão com linguiça recheado com queijo provolone toque natural 350g","29.98","cc005"
1521,"carnes","linguiças e salsichas","pão com linguiça recheado com queijo provolone toque natural 350g","29.98","cls004"
1522,"carnes","churrasco","pão de alho marsala picante 450g","14.99","cc008"
1523,"carnes","churrasco","pão de alho marsala tradicional 450g","14.99","cc028"
1524,"carnes","churrasco","pão de alho santa massa levemente picante 400g","17.90","cc030"
1525,"carnes","churrasco","pão de alho santa massa tradicional 400g","17.90","cc034"
1526,"padaria","pães","pão de forma farias linho 400g","8.69","pp004"
1527,"padaria","pães","pão de forma nutrella 14 grãos 450g","10.95","pp034"
1528,"padaria","pães","pão de forma nutrella aveia e sementes clássicas 350g","11.99","pp036"
1529,"padaria","pães","pão de forma nutrella frutas, grãos e castanhas 500g","10.95","pp033"
1530,"padaria","pães","pão de forma nutrella integral grãos e castanhas 450g","14.70","pp035"
1531,"padaria","pães","pão de forma pullman 12 grãos sem açucar 350g","14.20","pp012"
1532,"padaria","pães","pão de forma pullman integral 12 grãos 450g","14.50","pp038"
1533,"padaria","pães","pão de forma seven boys milho 500g","11.20","pp025"
1534,"padaria","pães","pão de forma visconti tradicional 400g","6.99","pp014"
1535,"padaria","pães","pão de forma wickbold 5 zeros integral 350g","8.49","pp021"
1536,"padaria","pães","pão de forma wickbold 5 zeros tradicional 350g","7.99","pp022"
1537,"padaria","pães","pão de forma wickbold integral 18 grãos 500g","15.49","pp005"
1538,"padaria","pães","pão de forma wickbold integral castanha do pará e quinoa 500g","15.49","pp037"
1539,"padaria","pães","pão de forma wickbold integral maçã, canela e passas 500g","15.49","pp008"
1540,"padaria","pães","pão de hambúrguer brioche wickbold de forno 320g","10.95","pp018"
1541,"padaria","pães","pão de hambúrguer com gergelim 70g","1.95","pp001"
1542,"padaria","pães","pão de milho 75g","1.88","pp019"
1543,"congelados","petiscos e empanados","pão de queijo congelado della nonna 300g","8.99","cpe022"
1544,"padaria","salgados","pão de queijo formato waffle forno de minas 200g","16.90","ps018"
1545,"congelados","petiscos e empanados","pão de queijo mineirinho multigrãos palitinho 400g","16.99","cpe028"
1546,"congelados","petiscos e empanados","pão de queijo mineirinho original coquetel 400g","23.49","cpe013"
1547,"congelados","petiscos e empanados","pão de queijo mineirinho parmesão palitinho 400g","23.99","cpe027"
1548,"congelados","petiscos e empanados","pão de queijo mineirinho zero lactose coquetel 400g","28.49","cpe016"
1549,"padaria","pães","pão de sanduiche integral vital 450g","8.79","pp039"
1550,"padaria","pães","pão forma pullman 450g grãos castanhas 100% integral","14.50","pp032"
1551,"padaria","pães","pão francês (cacetinho) com 15 unidades 850g","16.55","pp006"
1552,"padaria","pães","pão italiano para sopa 480g","23.14","pp003"
1553,"padaria","pães","pão jasmine sem glúten chia ervas finas 350g","21.49","pp015"
1554,"padaria","pães","pão massa doce 220g (média de 4 unidades)","3.85","pp030"
1555,"padaria","pães","pão massa doce com farofa 250g","3.99","pp029"
1556,"padaria","pães","pão preto alemão schwarzbrot vital 500g","14.50","pp013"
1557,"padaria","pães","pão vital sovado 700g","12.29","pp016"
1558,"padaria","salgados","pãozinho com queijo 35g","0.69","ps004"
1559,"padaria","salgados","pãozinho de queijo coquetel 200g","15.57","ps012"
1560,"padaria","salgados","pãozinho de queijo lanche 200g","7.59","ps010"
1561,"padaria","salgados","pãozinho de queijo multi grãos 200g","9.50","ps017"
1562,"padaria","salgados","pãozinho de queijo tradicional 200g","7.59","ps011"
1563,"limpeza","cozinha","papel sugador conserv para frituras 25x26cm 25 folhas","6.70","lcz013"
1564,"limpeza","cozinha","papel toalha 2 rolos 60 toalhas tripla kitchen de 19x20cm cada","14.95","lcz027"
1565,"limpeza","cozinha","papel toalha branco kitchen total absorção com 100 toalhas","8.30","lcz075"
1566,"limpeza","cozinha","papel toalha chef gourmet 2 rolos 22x19,5cm","6.50","lcz056"
1567,"limpeza","cozinha","papel toalha kitchen 2 rolos com 60 folhas duplas de 19x22cm cada","7.50","lcz054"
1568,"limpeza","cozinha","papel toalha mili gran chef 1 rolo com 200 toalhas 15,5x22cm cada","9.95","lcz021"
1569,"limpeza","cozinha","papel toalha snob decora 2 rolos com 60 toalhas de 19x22cm cada","11.50","lcz065"
1570,"frios e laticínios","massas frescas","papinha nestlé macarrão, carne e legumes 115g","7.95","flmf018"
1571,"mercearia","doces e sobremesas","passa de uva branca uniagro 150g","8.95","mds013"
1572,"limpeza","roupas","passe bem pulverizador 500ml","36.49","lr008"
1573,"limpeza","roupas","passe bem recarga 500ml","24.90","lr012"
1574,"mercearia","alimentos especiais","pasta de amendoim dacolonia amendo power com açúcar de coco 200g","12.20","mae072"
1575,"mercearia","doces e sobremesas","pasta de amendoim dacolonia com cacau 500g","17.95","mds032"
1576,"frios e laticínios","frios","patê atum coqueiro azeitonas verdes 170g","11.50","flf005"
1577,"frios e laticínios","frios","patê coqueiro atum light 170g","11.50","flf028"
1578,"mercearia","alimentos especiais","patê coqueiro atum light 170g","11.50","mae054"
1579,"frios e laticínios","frios","patê coqueiro atum toque de pimenta 170g","11.50","flf011"
1580,"mercearia","conservas e enlatados","patê de atum light gomes da costa 150g","11.29","mce021"
1581,"mercearia","conservas e enlatados","patê de atum picante gomes da costa 150g","11.29","mce022"
1582,"mercearia","conservas e enlatados","patê de atum tradicional gomes da costa 150g","11.29","mce034"
1583,"mercearia","alimentos especiais","patê de soja puro vegetal zero lactose 200g","16.60","mae058"
1584,"frios e laticínios","frios","patê excelsior bacon 100g","3.30","flf010"
1585,"frios e laticínios","frios","patê excelsior de carne suína sabor presunto 100g","3.30","flf009"
1586,"frios e laticínios","frios","patê excelsior de frango com ervas finas 250g","3.30","flf029"
1587,"frios e laticínios","frios","patê excelsior de frango cremoso 100g","3.30","flf004"
1588,"frios e laticínios","frios","patê excelsior fígado 100g","3.30","flf021"
1589,"frios e laticínios","frios","patê excelsior gourmet sabor pepperoni","3.30","flf020"
1590,"frios e laticínios","frios","patê excelsior peito de peru 100g","3.30","flf022"
1591,"frios e laticínios","frios","patê sadia sabor presunto 100g","3.99","flf031"
1592,"carnes","bovina","patinho bovino 500g","29.99","cb021"
1593,"limpeza","banheiro","pato gel adesivo lavanda refil com 2 discos","13.29","lb025"
1594,"limpeza","banheiro","pato gel adesivo marine refil com 2 discos","13.29","lb034"
1595,"mercearia","alimentos especiais","pé de moleque phinus zero açúcar 25g","3.49","mae016"
1596,"limpeza","banheiro","pedra sanitária pato marine 25g desconto 25%","5.90","lb018"
1597,"carnes","bovina","peito com osso bovino 500g","16.81","cb010"
1598,"frios e laticínios","frios","peito de frango defumado ceratti 100g","11.49","flf026"
1599,"frios e laticínios","frios","peito de frango defumado excelsior 180g","12.20","flf023"
1600,"frios e laticínios","frios","peito de frango defumado perdigão 200g","12.49","flf035"
1601,"carnes","frango","peito de frango em cubos grelhado nat 400g","14.99","cf013"
1602,"carnes","frango","peito de frango em tiras grelhado congelado 400g","14.99","cf012"
1603,"carnes","frango","peito de frango em tiras temperado sadia 400g","19.49","cf026"
1604,"carnes","frango","peito de frango temperado cozido congelado cubos sadia 400g","16.99","cf007"
1605,"frios e laticínios","frios","peito de peru defumado light sadia 140g","14.54","flf001"
1606,"carnes","frango","peito frango congelado desfiado nat 400g","14.99","cf011"
1607,"hortifruti","legumes","pepino 180g","1.19","hl010"
1608,"hortifruti","legumes","pepino caipira dico 600g","4.69","hl036"
1609,"hortifruti","legumes","pepino japonês 220g","2.42","hl015"
1610,"hortifruti","legumes","pepino japonês dico 500g","5.49","hl033"
1611,"hortifruti","frutas","pera 160g","2.40","hf022"
1612,"carnes","churrasco","pernil celebra cordeiro 900g","69.29","cc021"
1613,"carnes","ovina","pernil celebra cordeiro 900g","69.29","co004"
1614,"carnes","suinas","pernil suíno borrússia 500g","10.43","cs027"
1615,"carnes","suinas","pernil suíno com osso temperado resfriado dália 1kg","40.99","cs013"
1616,"pets","gatos","petiscos dreamies carne 40g","8.90","pg007"
1617,"carnes","bovina","picanha bovina 1kg","113.85","cb011"
1618,"carnes","churrasco","picanha bovina 1kg","113.85","cc014"
1619,"carnes","churrasco","picanha celebra cordeiro 600g","55.13","cc009"
1620,"carnes","ovina","picanha celebra cordeiro 600g","55.13","co003"
